// x, y, n_BG, n_sig(C1N1 1TeV), n_sig(C1N1 3TeV), n_sig(C1C1 1TeV), n_sig(C1C1 3TeV) 
4300, 6800, 12877.2+/-1207.19, 114.016+/-48.1086, 8.657+/-4.31071, 123.597+/-46.8988, 3.54339+/-1.65483;
4300, 6900, 11615.8+/-1155.4, 114.016+/-48.1086, 7.20083+/-4.05732, 105.003+/-43.0554, 3.54339+/-1.65483;
4300, 7000, 10077+/-1040.03, 91.3692+/-42.4451, 7.20083+/-4.05732, 105.003+/-43.0554, 3.54339+/-1.65483;
4300, 7100, 9203.77+/-998.473, 75.0709+/-39.1912, 7.20083+/-4.05732, 105.003+/-43.0554, 2.9384+/-1.54028;
4300, 7200, 8233.53+/-950.164, 75.0709+/-39.1912, 7.20083+/-4.05732, 105.003+/-43.0554, 2.9384+/-1.54028;
4300, 7300, 7651.38+/-919.962, 75.0709+/-39.1912, 7.20083+/-4.05732, 87.1277+/-39.1695, 2.31768+/-1.40967;
4300, 7400, 6487.09+/-856.368, 62.1921+/-37.0147, 7.20083+/-4.05732, 51.7943+/-30.1557, 2.31768+/-1.40967;
4300, 7500, 6001.97+/-828.431, 62.1921+/-37.0147, 7.20083+/-4.05732, 51.7943+/-30.1557, 2.31768+/-1.40967;
4300, 7600, 5419.83+/-793.609, 62.1921+/-37.0147, 7.20083+/-4.05732, 33.7806+/-24.1841, 2.31768+/-1.40967;
4300, 7700, 5128.75+/-775.612, 28.0665+/-28.0665, 7.20083+/-4.05732, 33.7806+/-24.1841, 1.29178+/-0.9668;
4300, 7800, 4837.68+/-757.188, 28.0665+/-28.0665, 5.08114+/-3.59348, 33.7806+/-24.1841, 1.29178+/-0.9668;
4300, 7900, 4449.59+/-731.901, 28.0665+/-28.0665, 5.08114+/-3.59348, 33.7806+/-24.1841, 1.29178+/-0.9668;
4300, 8000, 3783.94+/-605.916, 28.0665+/-28.0665, 2.5859+/-2.5859, 19.5648+/-19.5648, 1.29178+/-0.9668;
4300, 8100, 3298.82+/-565.743, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
4300, 8200, 2813.7+/-522.491, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
4300, 8300, 2328.58+/-475.319, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
4300, 8400, 2231.56+/-465.311, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
4300, 8500, 2037.51+/-444.62, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
4300, 8600, 1940.48+/-433.905, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
4300, 8700, 1552.39+/-388.097, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
4300, 8800, 1455.36+/-375.773, 28.0665+/-28.0665, 0+/-0, 0+/-0, 1.29178+/-0.9668;
4300, 8900, 1164.29+/-336.102, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
4300, 9000, 1067.27+/-321.793, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
4300, 9100, 582.145+/-237.66, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
4300, 9200, 582.145+/-237.66, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
4300, 9300, 388.097+/-194.048, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
4300, 9400, 388.097+/-194.048, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
4300, 9500, 194.048+/-137.213, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
4300, 9600, 0+/-0, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
4300, 9700, 0+/-0, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
4300, 9800, 0+/-0, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
4300, 9900, 0+/-0, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
4300, 10000, 194.048+/-137.213, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
4400, 1000, 858366+/-78669.7, 550.347+/-101.029, 24.5454+/-5.92843, 567.548+/-90.7645, 23.2062+/-4.15999;
4400, 2000, 183042+/-11822.7, 550.347+/-101.029, 24.5454+/-5.92843, 562.579+/-90.6284, 23.2062+/-4.15999;
4400, 3000, 152521+/-11619.1, 547.641+/-100.993, 24.5309+/-5.92841, 543.127+/-89.5583, 23.2062+/-4.15999;
4400, 3100, 150834+/-11610.7, 531.387+/-100.326, 24.5309+/-5.92841, 529.622+/-88.5343, 23.2062+/-4.15999;
4400, 3200, 148879+/-11602.6, 531.387+/-100.326, 24.5309+/-5.92841, 529.622+/-88.5343, 23.2062+/-4.15999;
4400, 3300, 145817+/-11584.5, 531.387+/-100.326, 24.5309+/-5.92841, 529.622+/-88.5343, 23.2062+/-4.15999;
4400, 3400, 144374+/-11574, 523.269+/-99.9974, 24.5309+/-5.92841, 529.622+/-88.5343, 23.2062+/-4.15999;
4400, 3500, 142398+/-11564.4, 523.269+/-99.9974, 24.5309+/-5.92841, 529.622+/-88.5343, 22.4691+/-4.10751;
4400, 3600, 140173+/-11550.6, 523.034+/-99.9971, 24.0586+/-5.90957, 529.622+/-88.5343, 22.4691+/-4.10751;
4400, 3700, 137301+/-11525, 523.034+/-99.9971, 24.0586+/-5.90957, 529.622+/-88.5343, 22.4691+/-4.10751;
4400, 3800, 134016+/-11506.7, 523.034+/-99.9971, 24.0586+/-5.90957, 516.882+/-87.6128, 22.4691+/-4.10751;
4400, 3900, 131214+/-11490.3, 523.034+/-99.9971, 24.0586+/-5.90957, 516.882+/-87.6128, 22.4691+/-4.10751;
4400, 4000, 128026+/-11472.3, 500.888+/-97.5139, 24.0586+/-5.90957, 516.882+/-87.6128, 22.4691+/-4.10751;
4400, 4100, 125988+/-11463.7, 500.888+/-97.5139, 22.4448+/-5.77314, 478.406+/-84.6813, 22.4691+/-4.10751;
4400, 4200, 117535+/-9554.61, 498.913+/-97.4939, 22.4448+/-5.77314, 471.31+/-84.3835, 22.4691+/-4.10751;
4400, 4300, 113958+/-9530.98, 471.009+/-94.9821, 22.4366+/-5.77313, 458.643+/-83.4273, 22.4691+/-4.10751;
4400, 4400, 111047+/-9516.15, 440.313+/-92.2401, 20.7056+/-5.61716, 431.376+/-81.168, 21.0726+/-3.98704;
4400, 4500, 101721+/-7095.52, 440.313+/-92.2401, 19.5153+/-5.48961, 413.359+/-79.8914, 20.4866+/-3.9614;
4400, 4600, 97077.1+/-7056.34, 440.304+/-92.2401, 19.5153+/-5.48961, 385.426+/-77.4108, 20.0707+/-3.93951;
4400, 4700, 91899+/-7020.81, 405.742+/-88.2847, 19.4549+/-5.48928, 315.376+/-70.7625, 18.7924+/-3.73241;
4400, 4800, 85827.1+/-6956.34, 368.132+/-84.1833, 18.5674+/-5.41705, 315.376+/-70.7625, 18.3198+/-3.707;
4400, 4900, 74635.5+/-2804.37, 359.052+/-83.6922, 18.5674+/-5.41705, 300.254+/-69.1278, 17.0658+/-3.58837;
4400, 5000, 68633.5+/-2679.21, 290.443+/-75.8485, 18.5674+/-5.41705, 300.254+/-69.1278, 16.5675+/-3.55361;
4400, 5100, 61564.3+/-2527.52, 263.463+/-72.8787, 18.0035+/-5.39599, 300.254+/-69.1278, 16.5675+/-3.55361;
4400, 5200, 56143.9+/-2399.69, 261.706+/-72.8575, 16.4301+/-5.1837, 284.341+/-67.2713, 16.5675+/-3.55361;
4400, 5300, 50723.6+/-2264.66, 255.681+/-72.7167, 15.5017+/-5.09988, 260.959+/-65.0009, 16.1194+/-3.52525;
4400, 5400, 46454.5+/-2171.29, 251.77+/-72.6115, 15.5017+/-5.09988, 260.959+/-65.0009, 15.6681+/-3.49624;
4400, 5500, 42088.4+/-2071.45, 229.273+/-69.0382, 14.5445+/-5.00924, 230.534+/-61.1294, 14.8938+/-3.44608;
4400, 5600, 38207.5+/-1978.47, 229.273+/-69.0382, 14.5445+/-5.00924, 230.534+/-61.1294, 13.4691+/-3.28592;
4400, 5700, 34326.5+/-1880.9, 211.826+/-66.7974, 14.1959+/-4.9971, 225.49+/-60.921, 12.0527+/-3.17801;
4400, 5800, 31124.7+/-1796.42, 185.514+/-61.3966, 13.375+/-4.9292, 193.346+/-56.4811, 11.179+/-3.05556;
4400, 5900, 28408+/-1721.5, 185.514+/-61.3966, 13.375+/-4.9292, 180.579+/-55.0194, 10.2569+/-2.91309;
4400, 6000, 25684.3+/-1643.14, 152.002+/-55.4833, 13.375+/-4.9292, 148.847+/-50.2191, 8.7596+/-2.49886;
4400, 6100, 23549.8+/-1578.87, 152.002+/-55.4833, 13.375+/-4.9292, 148.847+/-50.2191, 7.78658+/-2.40218;
4400, 6200, 21027.2+/-1499.36, 137.617+/-53.586, 13.375+/-4.9292, 148.847+/-50.2191, 5.8311+/-2.11774;
4400, 6300, 18892.7+/-1428.62, 137.617+/-53.586, 12.3321+/-4.81761, 137.577+/-48.9383, 5.09464+/-1.98556;
4400, 6400, 17437.3+/-1378.32, 137.617+/-53.586, 12.3321+/-4.81761, 137.577+/-48.9383, 4.3389+/-1.83612;
4400, 6500, 16079+/-1329.65, 137.617+/-53.586, 10.7609+/-4.56336, 137.577+/-48.9383, 4.3389+/-1.83612;
4400, 6600, 14914.7+/-1286.47, 137.617+/-53.586, 10.7609+/-4.56336, 137.577+/-48.9383, 4.3389+/-1.83612;
4400, 6700, 14041.5+/-1253.11, 114.016+/-48.1086, 9.58901+/-4.41032, 123.597+/-46.8988, 3.54339+/-1.65483;
4400, 6800, 12780.1+/-1203.29, 114.016+/-48.1086, 8.657+/-4.31071, 123.597+/-46.8988, 3.54339+/-1.65483;
4400, 6900, 11518.8+/-1151.32, 114.016+/-48.1086, 7.20083+/-4.05732, 105.003+/-43.0554, 3.54339+/-1.65483;
4400, 7000, 9979.96+/-1035.5, 91.3692+/-42.4451, 7.20083+/-4.05732, 105.003+/-43.0554, 3.54339+/-1.65483;
4400, 7100, 9106.74+/-993.748, 75.0709+/-39.1912, 7.20083+/-4.05732, 105.003+/-43.0554, 2.9384+/-1.54028;
4400, 7200, 8233.53+/-950.164, 75.0709+/-39.1912, 7.20083+/-4.05732, 105.003+/-43.0554, 2.9384+/-1.54028;
4400, 7300, 7651.38+/-919.962, 75.0709+/-39.1912, 7.20083+/-4.05732, 87.1277+/-39.1695, 2.31768+/-1.40967;
4400, 7400, 6487.09+/-856.368, 62.1921+/-37.0147, 7.20083+/-4.05732, 51.7943+/-30.1557, 2.31768+/-1.40967;
4400, 7500, 6001.97+/-828.431, 62.1921+/-37.0147, 7.20083+/-4.05732, 51.7943+/-30.1557, 2.31768+/-1.40967;
4400, 7600, 5419.83+/-793.609, 62.1921+/-37.0147, 7.20083+/-4.05732, 33.7806+/-24.1841, 2.31768+/-1.40967;
4400, 7700, 5128.75+/-775.612, 28.0665+/-28.0665, 7.20083+/-4.05732, 33.7806+/-24.1841, 1.29178+/-0.9668;
4400, 7800, 4837.68+/-757.188, 28.0665+/-28.0665, 5.08114+/-3.59348, 33.7806+/-24.1841, 1.29178+/-0.9668;
4400, 7900, 4449.59+/-731.901, 28.0665+/-28.0665, 5.08114+/-3.59348, 33.7806+/-24.1841, 1.29178+/-0.9668;
4400, 8000, 3783.94+/-605.916, 28.0665+/-28.0665, 2.5859+/-2.5859, 19.5648+/-19.5648, 1.29178+/-0.9668;
4400, 8100, 3298.82+/-565.743, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
4400, 8200, 2813.7+/-522.491, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
4400, 8300, 2328.58+/-475.319, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
4400, 8400, 2231.56+/-465.311, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
4400, 8500, 2037.51+/-444.62, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
4400, 8600, 1940.48+/-433.905, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
4400, 8700, 1552.39+/-388.097, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
4400, 8800, 1455.36+/-375.773, 28.0665+/-28.0665, 0+/-0, 0+/-0, 1.29178+/-0.9668;
4400, 8900, 1164.29+/-336.102, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
4400, 9000, 1067.27+/-321.793, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
4400, 9100, 582.145+/-237.66, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
4400, 9200, 582.145+/-237.66, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
4400, 9300, 388.097+/-194.048, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
4400, 9400, 388.097+/-194.048, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
4400, 9500, 194.048+/-137.213, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
4400, 9600, 0+/-0, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
4400, 9700, 0+/-0, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
4400, 9800, 0+/-0, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
4400, 9900, 0+/-0, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
4400, 10000, 194.048+/-137.213, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
4500, 1000, 770487+/-72544.6, 503.192+/-97.7738, 22.8626+/-5.7868, 477.06+/-83.9848, 23.2062+/-4.15999;
4500, 2000, 174905+/-11784.9, 503.192+/-97.7738, 22.8626+/-5.7868, 472.092+/-83.8377, 23.2062+/-4.15999;
4500, 3000, 146907+/-11591.1, 500.486+/-97.7363, 22.8481+/-5.78678, 452.639+/-82.6798, 23.2062+/-4.15999;
4500, 3100, 145414+/-11583.5, 493.366+/-97.4766, 22.8481+/-5.78678, 439.135+/-81.5695, 23.2062+/-4.15999;
4500, 3200, 143750+/-11576.6, 493.366+/-97.4766, 22.8481+/-5.78678, 439.135+/-81.5695, 23.2062+/-4.15999;
4500, 3300, 141270+/-11561, 493.366+/-97.4766, 22.8481+/-5.78678, 439.135+/-81.5695, 23.2062+/-4.15999;
4500, 3400, 139828+/-11550.4, 485.248+/-97.138, 22.8481+/-5.78678, 439.135+/-81.5695, 23.2062+/-4.15999;
4500, 3500, 138142+/-11542, 485.248+/-97.138, 22.8481+/-5.78678, 439.135+/-81.5695, 22.4691+/-4.10751;
4500, 3600, 136208+/-11529.4, 485.248+/-97.138, 22.3758+/-5.76747, 439.135+/-81.5695, 22.4691+/-4.10751;
4500, 3700, 134003+/-11511.1, 485.248+/-97.138, 22.3758+/-5.76747, 439.135+/-81.5695, 22.4691+/-4.10751;
4500, 3800, 130911+/-11493.6, 485.248+/-97.138, 22.3758+/-5.76747, 439.135+/-81.5695, 22.4691+/-4.10751;
4500, 3900, 128304+/-11478, 485.248+/-97.138, 22.3758+/-5.76747, 439.135+/-81.5695, 22.4691+/-4.10751;
4500, 4000, 125212+/-11460.4, 463.101+/-94.5798, 22.3758+/-5.76747, 439.135+/-81.5695, 22.4691+/-4.10751;
4500, 4100, 123562+/-11453.4, 463.101+/-94.5798, 20.762+/-5.6276, 425.132+/-80.3586, 22.4691+/-4.10751;
4500, 4200, 115207+/-9542.78, 461.126+/-94.5591, 20.762+/-5.6276, 418.036+/-80.0447, 22.4691+/-4.10751;
4500, 4300, 111629+/-9519.12, 440.313+/-92.2401, 20.7539+/-5.62759, 405.369+/-79.036, 22.4691+/-4.10751;
4500, 4400, 109010+/-9505.76, 440.313+/-92.2401, 19.5153+/-5.48961, 391.979+/-77.8935, 21.0726+/-3.98704;
4500, 4500, 99877.8+/-7082.91, 440.313+/-92.2401, 19.5153+/-5.48961, 373.962+/-76.5623, 20.4866+/-3.9614;
4500, 4600, 95427.7+/-7044.99, 440.304+/-92.2401, 19.5153+/-5.48961, 360.185+/-75.3125, 20.0707+/-3.93951;
4500, 4700, 90637.7+/-7012.09, 405.742+/-88.2847, 19.4549+/-5.48928, 303.732+/-69.7979, 18.7924+/-3.73241;
4500, 4800, 84662.8+/-6948.22, 368.132+/-84.1833, 18.5674+/-5.41705, 303.732+/-69.7979, 18.3198+/-3.707;
4500, 4900, 73665.3+/-2787.53, 359.052+/-83.6922, 18.5674+/-5.41705, 288.61+/-68.1401, 17.0658+/-3.58837;
4500, 5000, 67857.3+/-2665.12, 290.443+/-75.8485, 18.5674+/-5.41705, 288.61+/-68.1401, 16.5675+/-3.55361;
4500, 5100, 60982.2+/-2516.32, 263.463+/-72.8787, 18.0035+/-5.39599, 288.61+/-68.1401, 16.5675+/-3.55361;
4500, 5200, 55755.8+/-2391.83, 261.706+/-72.8575, 16.4301+/-5.1837, 272.696+/-66.2558, 16.5675+/-3.55361;
4500, 5300, 50432.5+/-2258.42, 255.681+/-72.7167, 15.5017+/-5.09988, 249.315+/-63.9495, 16.1194+/-3.52525;
4500, 5400, 46163.4+/-2164.78, 251.77+/-72.6115, 15.5017+/-5.09988, 249.315+/-63.9495, 15.6681+/-3.49624;
4500, 5500, 41991.4+/-2069.17, 229.273+/-69.0382, 14.5445+/-5.00924, 230.534+/-61.1294, 14.8938+/-3.44608;
4500, 5600, 38110.4+/-1976.09, 229.273+/-69.0382, 14.5445+/-5.00924, 230.534+/-61.1294, 13.4691+/-3.28592;
4500, 5700, 34229.5+/-1878.4, 211.826+/-66.7974, 14.1959+/-4.9971, 225.49+/-60.921, 12.0527+/-3.17801;
4500, 5800, 31027.7+/-1793.8, 185.514+/-61.3966, 13.375+/-4.9292, 193.346+/-56.4811, 11.179+/-3.05556;
4500, 5900, 28311+/-1718.76, 185.514+/-61.3966, 13.375+/-4.9292, 180.579+/-55.0194, 10.2569+/-2.91309;
4500, 6000, 25587.3+/-1640.28, 152.002+/-55.4833, 13.375+/-4.9292, 148.847+/-50.2191, 8.7596+/-2.49886;
4500, 6100, 23452.8+/-1575.88, 152.002+/-55.4833, 13.375+/-4.9292, 148.847+/-50.2191, 7.78658+/-2.40218;
4500, 6200, 20930.2+/-1496.21, 137.617+/-53.586, 13.375+/-4.9292, 148.847+/-50.2191, 5.8311+/-2.11774;
4500, 6300, 18795.6+/-1425.33, 137.617+/-53.586, 12.3321+/-4.81761, 137.577+/-48.9383, 5.09464+/-1.98556;
4500, 6400, 17340.3+/-1374.9, 137.617+/-53.586, 12.3321+/-4.81761, 137.577+/-48.9383, 4.3389+/-1.83612;
4500, 6500, 15981.9+/-1326.11, 137.617+/-53.586, 10.7609+/-4.56336, 137.577+/-48.9383, 4.3389+/-1.83612;
4500, 6600, 14817.6+/-1282.81, 137.617+/-53.586, 10.7609+/-4.56336, 137.577+/-48.9383, 4.3389+/-1.83612;
4500, 6700, 13944.4+/-1249.35, 114.016+/-48.1086, 9.58901+/-4.41032, 123.597+/-46.8988, 3.54339+/-1.65483;
4500, 6800, 12683.1+/-1199.37, 114.016+/-48.1086, 8.657+/-4.31071, 123.597+/-46.8988, 3.54339+/-1.65483;
4500, 6900, 11421.8+/-1147.22, 114.016+/-48.1086, 7.20083+/-4.05732, 105.003+/-43.0554, 3.54339+/-1.65483;
4500, 7000, 9882.94+/-1030.94, 91.3692+/-42.4451, 7.20083+/-4.05732, 105.003+/-43.0554, 3.54339+/-1.65483;
4500, 7100, 9009.72+/-989, 75.0709+/-39.1912, 7.20083+/-4.05732, 105.003+/-43.0554, 2.9384+/-1.54028;
4500, 7200, 8233.53+/-950.164, 75.0709+/-39.1912, 7.20083+/-4.05732, 105.003+/-43.0554, 2.9384+/-1.54028;
4500, 7300, 7651.38+/-919.962, 75.0709+/-39.1912, 7.20083+/-4.05732, 87.1277+/-39.1695, 2.31768+/-1.40967;
4500, 7400, 6487.09+/-856.368, 62.1921+/-37.0147, 7.20083+/-4.05732, 51.7943+/-30.1557, 2.31768+/-1.40967;
4500, 7500, 6001.97+/-828.431, 62.1921+/-37.0147, 7.20083+/-4.05732, 51.7943+/-30.1557, 2.31768+/-1.40967;
4500, 7600, 5419.83+/-793.609, 62.1921+/-37.0147, 7.20083+/-4.05732, 33.7806+/-24.1841, 2.31768+/-1.40967;
4500, 7700, 5128.75+/-775.612, 28.0665+/-28.0665, 7.20083+/-4.05732, 33.7806+/-24.1841, 1.29178+/-0.9668;
4500, 7800, 4837.68+/-757.188, 28.0665+/-28.0665, 5.08114+/-3.59348, 33.7806+/-24.1841, 1.29178+/-0.9668;
4500, 7900, 4449.59+/-731.901, 28.0665+/-28.0665, 5.08114+/-3.59348, 33.7806+/-24.1841, 1.29178+/-0.9668;
4500, 8000, 3783.94+/-605.916, 28.0665+/-28.0665, 2.5859+/-2.5859, 19.5648+/-19.5648, 1.29178+/-0.9668;
4500, 8100, 3298.82+/-565.743, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
4500, 8200, 2813.7+/-522.491, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
4500, 8300, 2328.58+/-475.319, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
4500, 8400, 2231.56+/-465.311, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
4500, 8500, 2037.51+/-444.62, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
4500, 8600, 1940.48+/-433.905, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
4500, 8700, 1552.39+/-388.097, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
4500, 8800, 1455.36+/-375.773, 28.0665+/-28.0665, 0+/-0, 0+/-0, 1.29178+/-0.9668;
4500, 8900, 1164.29+/-336.102, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
4500, 9000, 1067.27+/-321.793, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
4500, 9100, 582.145+/-237.66, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
4500, 9200, 582.145+/-237.66, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
4500, 9300, 388.097+/-194.048, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
4500, 9400, 388.097+/-194.048, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
4500, 9500, 194.048+/-137.213, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
4500, 9600, 0+/-0, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
4500, 9700, 0+/-0, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
4500, 9800, 0+/-0, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
4500, 9900, 0+/-0, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
4500, 10000, 194.048+/-137.213, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
4600, 1000, 661262+/-64357.9, 491.163+/-97.3577, 22.8626+/-5.7868, 472.092+/-83.8377, 22.0203+/-4.10262;
4600, 2000, 158815+/-9889.79, 491.163+/-97.3577, 22.8626+/-5.7868, 472.092+/-83.8377, 22.0203+/-4.10262;
4600, 3000, 133436+/-9671.24, 488.457+/-97.32, 22.8481+/-5.78678, 452.639+/-82.6798, 22.0203+/-4.10262;
4600, 3100, 132525+/-9665.1, 481.337+/-97.0592, 22.8481+/-5.78678, 439.135+/-81.5695, 22.0203+/-4.10262;
4600, 3200, 130958+/-9657.3, 481.337+/-97.0592, 22.8481+/-5.78678, 439.135+/-81.5695, 22.0203+/-4.10262;
4600, 3300, 128576+/-9639.04, 481.337+/-97.0592, 22.8481+/-5.78678, 439.135+/-81.5695, 22.0203+/-4.10262;
4600, 3400, 127327+/-9627.36, 481.337+/-97.0592, 22.8481+/-5.78678, 439.135+/-81.5695, 22.0203+/-4.10262;
4600, 3500, 125739+/-9617.76, 481.337+/-97.0592, 22.8481+/-5.78678, 439.135+/-81.5695, 21.2833+/-4.04939;
4600, 3600, 124664+/-9612.38, 481.337+/-97.0592, 22.3758+/-5.76747, 439.135+/-81.5695, 21.2833+/-4.04939;
4600, 3700, 122847+/-9592.37, 481.337+/-97.0592, 22.3758+/-5.76747, 439.135+/-81.5695, 21.2833+/-4.04939;
4600, 3800, 120047+/-9572.77, 481.337+/-97.0592, 22.3758+/-5.76747, 439.135+/-81.5695, 21.2833+/-4.04939;
4600, 3900, 117439+/-9554.12, 481.337+/-97.0592, 22.3758+/-5.76747, 439.135+/-81.5695, 21.2833+/-4.04939;
4600, 4000, 114736+/-9534.93, 459.191+/-94.4989, 22.3758+/-5.76747, 439.135+/-81.5695, 21.2833+/-4.04939;
4600, 4100, 113474+/-9528.51, 459.191+/-94.4989, 20.762+/-5.6276, 425.132+/-80.3586, 21.2833+/-4.04939;
4600, 4200, 105215+/-7119.36, 457.215+/-94.4782, 20.762+/-5.6276, 418.036+/-80.0447, 21.2833+/-4.04939;
4600, 4300, 101929+/-7089.61, 436.402+/-92.1571, 20.7539+/-5.62759, 405.369+/-79.036, 21.2833+/-4.04939;
4600, 4400, 99697.3+/-7074.33, 436.402+/-92.1571, 19.5153+/-5.48961, 391.979+/-77.8935, 19.8868+/-3.92715;
4600, 4500, 97174.7+/-7057.01, 436.402+/-92.1571, 19.5153+/-5.48961, 373.962+/-76.5623, 19.3008+/-3.90112;
4600, 4600, 92821.6+/-7019.62, 436.393+/-92.1571, 19.5153+/-5.48961, 360.185+/-75.3125, 19.3008+/-3.90112;
4600, 4700, 88225.7+/-6987.94, 401.831+/-88.1981, 19.4549+/-5.48928, 303.732+/-69.7979, 18.0224+/-3.69186;
4600, 4800, 83013.4+/-6936.69, 364.221+/-84.0924, 18.5674+/-5.41705, 303.732+/-69.7979, 17.9828+/-3.69165;
4600, 4900, 72209.9+/-2762.09, 355.141+/-83.6007, 18.5674+/-5.41705, 288.61+/-68.1401, 16.7289+/-3.57252;
4600, 5000, 66499+/-2640.28, 286.532+/-75.7476, 18.5674+/-5.41705, 288.61+/-68.1401, 16.2306+/-3.5376;
4600, 5100, 59720.8+/-2491.88, 259.552+/-72.7737, 18.0035+/-5.39599, 288.61+/-68.1401, 16.2306+/-3.5376;
4600, 5200, 54688.6+/-2370.09, 257.795+/-72.7525, 16.4301+/-5.1837, 272.696+/-66.2558, 16.2306+/-3.5376;
4600, 5300, 49559.3+/-2239.58, 251.77+/-72.6115, 15.5017+/-5.09988, 249.315+/-63.9495, 15.7825+/-3.50911;
4600, 5400, 45484.3+/-2149.5, 251.77+/-72.6115, 15.5017+/-5.09988, 249.315+/-63.9495, 15.3312+/-3.47996;
4600, 5500, 41409.3+/-2055.48, 229.273+/-69.0382, 14.5445+/-5.00924, 230.534+/-61.1294, 14.5569+/-3.42956;
4600, 5600, 37625.3+/-1964.14, 229.273+/-69.0382, 14.5445+/-5.00924, 230.534+/-61.1294, 13.1321+/-3.2686;
4600, 5700, 33744.4+/-1865.83, 211.826+/-66.7974, 14.1959+/-4.9971, 225.49+/-60.921, 12.0527+/-3.17801;
