// x, y, n_BG, n_sig C1N1 1000, n_sig C1C1 1000 
3600, 5300, 37666.9, 1.33144, 0.154056;
3600, 5400, 34562.1, 1.33144, 0.154056;
3600, 5500, 31651.4, 1.33144, 0.0120258;
3600, 5600, 28158.5, 1.33144, 0.0120258;
3600, 5700, 25046.7, 1.33144, 0.0120258;
3600, 5800, 23300.3, 0.284087, 0.0120258;
3600, 5900, 21262.8, 0.284087, 0.0120258;
3600, 6000, 19225.3, 0.284087, 0.0120258;
3600, 6100, 17568.9, 0.284087, 0.0120258;
3600, 6200, 15434.3, 0.284087, 0.0120258;
3600, 6300, 13784.9, 0.284087, 0;
3600, 6400, 12523.6, 0.284087, 0;
3600, 6500, 11740.4, 0.284087, 0;
3600, 6600, 10867.2, 0.284087, 0;
3600, 6700, 10285, 0.284087, 0;
3600, 6800, 9411.82, 0.284087, 0;
3600, 6900, 8531.6, 0.284087, 0;
3600, 7000, 7949.46, 0, 0;
3600, 7100, 7367.31, 0, 0;
3600, 7200, 6681.14, 0, 0;
3600, 7300, 6390.07, 0, 0;
3600, 7400, 5613.88, 0, 0;
3600, 7500, 5128.75, 0, 0;
3600, 7600, 4740.66, 0, 0;
3600, 7700, 4643.63, 0, 0;
3600, 7800, 4449.59, 0, 0;
3600, 7900, 4158.51, 0, 0;
3600, 8000, 3395.85, 0, 0;
3600, 8100, 3007.75, 0, 0;
3600, 8200, 2716.68, 0, 0;
3600, 8300, 2231.56, 0, 0;
3600, 8400, 2231.56, 0, 0;
3600, 8500, 2037.51, 0, 0;
3600, 8600, 1843.46, 0, 0;
3600, 8700, 1455.36, 0, 0;
3600, 8800, 1358.34, 0, 0;
3600, 8900, 1261.31, 0, 0;
3600, 9000, 1261.31, 0, 0;
3600, 9100, 873.217, 0, 0;
3600, 9200, 776.193, 0, 0;
3600, 9300, 776.193, 0, 0;
3600, 9400, 776.193, 0, 0;
3600, 9500, 679.169, 0, 0;
3600, 9600, 388.097, 0, 0;
3600, 9700, 388.097, 0, 0;
3600, 9800, 388.097, 0, 0;
3600, 9900, 291.072, 0, 0;
3600, 10000, 291.072, 0, 0;
3700, 1000, 891616, 1.46772, 0.303485;
3700, 2000, 266087, 1.46772, 0.303485;
3700, 3000, 226300, 1.46772, 0.293726;
3700, 3100, 223136, 1.46772, 0.293726;
3700, 3200, 221374, 1.46772, 0.293726;
3700, 3300, 211345, 1.46772, 0.293726;
3700, 3400, 202972, 1.46768, 0.293726;
3700, 3500, 199907, 1.46768, 0.293726;
3700, 3600, 197765, 1.46768, 0.293726;
3700, 3700, 183179, 1.46768, 0.293726;
3700, 3800, 173076, 1.46113, 0.293726;
3700, 3900, 170351, 1.46113, 0.293726;
3700, 4000, 148387, 1.46113, 0.293726;
3700, 4100, 126998, 1.45735, 0.289272;
3700, 4200, 105050, 1.45735, 0.289272;
3700, 4300, 95631.6, 1.45735, 0.289272;
3700, 4400, 92525.3, 1.36329, 0.245306;
3700, 4500, 83975.6, 1.36329, 0.181165;
3700, 4600, 73873.4, 1.36329, 0.181165;
3700, 4700, 70089.4, 1.36329, 0.154068;
3700, 4800, 66019.8, 1.36329, 0.154068;
3700, 4900, 55882, 1.36319, 0.154068;
3700, 5000, 50738.6, 1.33146, 0.154056;
3700, 5100, 45887.4, 1.33144, 0.154056;
3700, 5200, 41728.3, 1.33144, 0.154056;
3700, 5300, 37472.8, 1.33144, 0.154056;
3700, 5400, 34368, 1.33144, 0.154056;
3700, 5500, 31457.3, 1.33144, 0.0120258;
3700, 5600, 27964.4, 1.33144, 0.0120258;
3700, 5700, 24852.7, 1.33144, 0.0120258;
3700, 5800, 23106.2, 0.284087, 0.0120258;
3700, 5900, 21068.7, 0.284087, 0.0120258;
3700, 6000, 19031.2, 0.284087, 0.0120258;
3700, 6100, 17374.8, 0.284087, 0.0120258;
3700, 6200, 15240.3, 0.284087, 0.0120258;
3700, 6300, 13590.9, 0.284087, 0;
3700, 6400, 12426.6, 0.284087, 0;
3700, 6500, 11643.4, 0.284087, 0;
3700, 6600, 10770.2, 0.284087, 0;
3700, 6700, 10285, 0.284087, 0;
3700, 6800, 9411.82, 0.284087, 0;
3700, 6900, 8531.6, 0.284087, 0;
3700, 7000, 7949.46, 0, 0;
3700, 7100, 7367.31, 0, 0;
3700, 7200, 6681.14, 0, 0;
3700, 7300, 6390.07, 0, 0;
3700, 7400, 5613.88, 0, 0;
3700, 7500, 5128.75, 0, 0;
3700, 7600, 4740.66, 0, 0;
3700, 7700, 4643.63, 0, 0;
3700, 7800, 4449.59, 0, 0;
3700, 7900, 4158.51, 0, 0;
3700, 8000, 3395.85, 0, 0;
3700, 8100, 3007.75, 0, 0;
3700, 8200, 2716.68, 0, 0;
3700, 8300, 2231.56, 0, 0;
3700, 8400, 2231.56, 0, 0;
3700, 8500, 2037.51, 0, 0;
3700, 8600, 1843.46, 0, 0;
3700, 8700, 1455.36, 0, 0;
3700, 8800, 1358.34, 0, 0;
3700, 8900, 1261.31, 0, 0;
3700, 9000, 1261.31, 0, 0;
3700, 9100, 873.217, 0, 0;
3700, 9200, 776.193, 0, 0;
3700, 9300, 776.193, 0, 0;
3700, 9400, 776.193, 0, 0;
3700, 9500, 679.169, 0, 0;
3700, 9600, 388.097, 0, 0;
3700, 9700, 388.097, 0, 0;
3700, 9800, 388.097, 0, 0;
3700, 9900, 291.072, 0, 0;
3700, 10000, 291.072, 0, 0;
3800, 1000, 827310, 1.46772, 0.303326;
3800, 2000, 234993, 1.46772, 0.303326;
3800, 3000, 198020, 1.46772, 0.293714;
3800, 3100, 195341, 1.46772, 0.293714;
3800, 3200, 193870, 1.46772, 0.293714;
3800, 3300, 183938, 1.46772, 0.293714;
3800, 3400, 181883, 1.46768, 0.293714;
3800, 3500, 178915, 1.46768, 0.293714;
3800, 3600, 176870, 1.46768, 0.293714;
3800, 3700, 174920, 1.46768, 0.293714;
3800, 3800, 171620, 1.46113, 0.293714;
3800, 3900, 168895, 1.46113, 0.293714;
3800, 4000, 147029, 1.46113, 0.293714;
3800, 4100, 125834, 1.45735, 0.28926;
3800, 4200, 104079, 1.45735, 0.28926;
3800, 4300, 94758.4, 1.45735, 0.28926;
3800, 4400, 91652, 1.36329, 0.245294;
3800, 4500, 83199.4, 1.36329, 0.181153;
3800, 4600, 73291.2, 1.36329, 0.181153;
3800, 4700, 69604.3, 1.36329, 0.154056;
3800, 4800, 65631.7, 1.36329, 0.154056;
3800, 4900, 55493.9, 1.36319, 0.154056;
3800, 5000, 50447.5, 1.33146, 0.154056;
3800, 5100, 45596.3, 1.33144, 0.154056;
3800, 5200, 41534.3, 1.33144, 0.154056;
3800, 5300, 37375.8, 1.33144, 0.154056;
3800, 5400, 34271, 1.33144, 0.154056;
3800, 5500, 31360.3, 1.33144, 0.0120258;
3800, 5600, 27964.4, 1.33144, 0.0120258;
3800, 5700, 24852.7, 1.33144, 0.0120258;
3800, 5800, 23106.2, 0.284087, 0.0120258;
3800, 5900, 21068.7, 0.284087, 0.0120258;
3800, 6000, 19031.2, 0.284087, 0.0120258;
3800, 6100, 17374.8, 0.284087, 0.0120258;
3800, 6200, 15240.3, 0.284087, 0.0120258;
3800, 6300, 13590.9, 0.284087, 0;
3800, 6400, 12426.6, 0.284087, 0;
3800, 6500, 11643.4, 0.284087, 0;
3800, 6600, 10770.2, 0.284087, 0;
3800, 6700, 10285, 0.284087, 0;
3800, 6800, 9411.82, 0.284087, 0;
3800, 6900, 8531.6, 0.284087, 0;
3800, 7000, 7949.46, 0, 0;
3800, 7100, 7367.31, 0, 0;
3800, 7200, 6681.14, 0, 0;
3800, 7300, 6390.07, 0, 0;
3800, 7400, 5613.88, 0, 0;
3800, 7500, 5128.75, 0, 0;
3800, 7600, 4740.66, 0, 0;
3800, 7700, 4643.63, 0, 0;
3800, 7800, 4449.59, 0, 0;
3800, 7900, 4158.51, 0, 0;
3800, 8000, 3395.85, 0, 0;
3800, 8100, 3007.75, 0, 0;
3800, 8200, 2716.68, 0, 0;
3800, 8300, 2231.56, 0, 0;
3800, 8400, 2231.56, 0, 0;
3800, 8500, 2037.51, 0, 0;
3800, 8600, 1843.46, 0, 0;
3800, 8700, 1455.36, 0, 0;
3800, 8800, 1358.34, 0, 0;
3800, 8900, 1261.31, 0, 0;
3800, 9000, 1261.31, 0, 0;
3800, 9100, 873.217, 0, 0;
3800, 9200, 776.193, 0, 0;
3800, 9300, 776.193, 0, 0;
3800, 9400, 776.193, 0, 0;
3800, 9500, 679.169, 0, 0;
3800, 9600, 388.097, 0, 0;
3800, 9700, 388.097, 0, 0;
3800, 9800, 388.097, 0, 0;
3800, 9900, 291.072, 0, 0;
3800, 10000, 291.072, 0, 0;
3900, 1000, 743907, 1.46117, 0.303326;
3900, 2000, 221508, 1.46117, 0.303326;
3900, 3000, 188028, 1.46117, 0.293714;
3900, 3100, 185544, 1.46117, 0.293714;
3900, 3200, 184073, 1.46117, 0.293714;
3900, 3300, 174528, 1.46117, 0.293714;
3900, 3400, 172668, 1.46113, 0.293714;
3900, 3500, 169991, 1.46113, 0.293714;
3900, 3600, 168043, 1.46113, 0.293714;
3900, 3700, 166384, 1.46113, 0.293714;
3900, 3800, 163181, 1.46113, 0.293714;
3900, 3900, 160553, 1.46113, 0.293714;
3900, 4000, 138784, 1.46113, 0.293714;
3900, 4100, 124004, 1.45735, 0.28926;
3900, 4200, 102915, 1.45735, 0.28926;
3900, 4300, 93594.1, 1.45735, 0.28926;
3900, 4400, 90487.7, 1.36329, 0.245294;
3900, 4500, 82229.1, 1.36329, 0.181153;
3900, 4600, 72612.1, 1.36329, 0.181153;
3900, 4700, 68925.2, 1.36329, 0.154056;
3900, 4800, 64952.6, 1.36329, 0.154056;
3900, 4900, 54814.7, 1.36319, 0.154056;
3900, 5000, 50059.4, 1.33146, 0.154056;
3900, 5100, 45208.2, 1.33144, 0.154056;
3900, 5200, 41146.2, 1.33144, 0.154056;
3900, 5300, 36987.7, 1.33144, 0.154056;
3900, 5400, 33979.9, 1.33144, 0.154056;
3900, 5500, 31166.2, 1.33144, 0.0120258;
3900, 5600, 27770.4, 1.33144, 0.0120258;
3900, 5700, 24658.6, 1.33144, 0.0120258;
3900, 5800, 22912.2, 0.284087, 0.0120258;
3900, 5900, 20874.7, 0.284087, 0.0120258;
3900, 6000, 18837.2, 0.284087, 0.0120258;
3900, 6100, 17180.8, 0.284087, 0.0120258;
3900, 6200, 15143.3, 0.284087, 0.0120258;
3900, 6300, 13493.8, 0.284087, 0;
3900, 6400, 12426.6, 0.284087, 0;
3900, 6500, 11643.4, 0.284087, 0;
3900, 6600, 10770.2, 0.284087, 0;
3900, 6700, 10285, 0.284087, 0;
3900, 6800, 9411.82, 0.284087, 0;
3900, 6900, 8531.6, 0.284087, 0;
3900, 7000, 7949.46, 0, 0;
3900, 7100, 7367.31, 0, 0;
3900, 7200, 6681.14, 0, 0;
3900, 7300, 6390.07, 0, 0;
3900, 7400, 5613.88, 0, 0;
3900, 7500, 5128.75, 0, 0;
3900, 7600, 4740.66, 0, 0;
3900, 7700, 4643.63, 0, 0;
3900, 7800, 4449.59, 0, 0;
3900, 7900, 4158.51, 0, 0;
3900, 8000, 3395.85, 0, 0;
3900, 8100, 3007.75, 0, 0;
3900, 8200, 2716.68, 0, 0;
3900, 8300, 2231.56, 0, 0;
3900, 8400, 2231.56, 0, 0;
3900, 8500, 2037.51, 0, 0;
3900, 8600, 1843.46, 0, 0;
3900, 8700, 1455.36, 0, 0;
3900, 8800, 1358.34, 0, 0;
3900, 8900, 1261.31, 0, 0;
3900, 9000, 1261.31, 0, 0;
3900, 9100, 873.217, 0, 0;
3900, 9200, 776.193, 0, 0;
3900, 9300, 776.193, 0, 0;
3900, 9400, 776.193, 0, 0;
3900, 9500, 679.169, 0, 0;
3900, 9600, 388.097, 0, 0;
3900, 9700, 388.097, 0, 0;
3900, 9800, 388.097, 0, 0;
3900, 9900, 291.072, 0, 0;
3900, 10000, 291.072, 0, 0;
4000, 1000, 711752, 1.46117, 0.293714;
4000, 2000, 195679, 1.46117, 0.293714;
4000, 3000, 165012, 1.46117, 0.293714;
4000, 3100, 162625, 1.46117, 0.293714;
4000, 3200, 161348, 1.46117, 0.293714;
4000, 3300, 158316, 1.46117, 0.293714;
4000, 3400, 156650, 1.46113, 0.293714;
4000, 3500, 154264, 1.46113, 0.293714;
4000, 3600, 152412, 1.46113, 0.293714;
4000, 3700, 150753, 1.46113, 0.293714;
4000, 3800, 147939, 1.46113, 0.293714;
4000, 3900, 145699, 1.46113, 0.293714;
4000, 4000, 124026, 1.46113, 0.293714;
4000, 4100, 122355, 1.45735, 0.28926;
4000, 4200, 101363, 1.45735, 0.28926;
4000, 4300, 92138.7, 1.45735, 0.28926;
4000, 4400, 89420.5, 1.36329, 0.245294;
4000, 4500, 81161.9, 1.36329, 0.181153;
4000, 4600, 71544.8, 1.36329, 0.181153;
4000, 4700, 67857.9, 1.36329, 0.154056;
4000, 4800, 63982.3, 1.36329, 0.154056;
4000, 4900, 54038.5, 1.36319, 0.154056;
4000, 5000, 49380.3, 1.33146, 0.154056;
4000, 5100, 44626.1, 1.33144, 0.154056;
4000, 5200, 40564.1, 1.33144, 0.154056;
4000, 5300, 36405.5, 1.33144, 0.154056;
4000, 5400, 33688.9, 1.33144, 0.154056;
4000, 5500, 30875.2, 1.33144, 0.0120258;
4000, 5600, 27479.3, 1.33144, 0.0120258;
4000, 5700, 24367.5, 1.33144, 0.0120258;
4000, 5800, 22621.1, 0.284087, 0.0120258;
4000, 5900, 20583.6, 0.284087, 0.0120258;
4000, 6000, 18546.1, 0.284087, 0.0120258;
4000, 6100, 16889.7, 0.284087, 0.0120258;
4000, 6200, 14852.2, 0.284087, 0.0120258;
4000, 6300, 13202.8, 0.284087, 0;
4000, 6400, 12135.5, 0.284087, 0;
4000, 6500, 11352.3, 0.284087, 0;
4000, 6600, 10479.1, 0.284087, 0;
4000, 6700, 9993.97, 0.284087, 0;
4000, 6800, 9120.75, 0.284087, 0;
4000, 6900, 8337.55, 0.284087, 0;
4000, 7000, 7852.43, 0, 0;
4000, 7100, 7270.29, 0, 0;
4000, 7200, 6584.12, 0, 0;
4000, 7300, 6293.04, 0, 0;
4000, 7400, 5516.85, 0, 0;
4000, 7500, 5031.73, 0, 0;
4000, 7600, 4643.63, 0, 0;
4000, 7700, 4546.61, 0, 0;
4000, 7800, 4352.56, 0, 0;
4000, 7900, 4061.49, 0, 0;
4000, 8000, 3395.85, 0, 0;
4000, 8100, 3007.75, 0, 0;
4000, 8200, 2716.68, 0, 0;
4000, 8300, 2231.56, 0, 0;
4000, 8400, 2231.56, 0, 0;
4000, 8500, 2037.51, 0, 0;
4000, 8600, 1843.46, 0, 0;
4000, 8700, 1455.36, 0, 0;
4000, 8800, 1358.34, 0, 0;
4000, 8900, 1261.31, 0, 0;
4000, 9000, 1261.31, 0, 0;
4000, 9100, 873.217, 0, 0;
4000, 9200, 776.193, 0, 0;
4000, 9300, 776.193, 0, 0;
4000, 9400, 776.193, 0, 0;
4000, 9500, 679.169, 0, 0;
4000, 9600, 388.097, 0, 0;
4000, 9700, 388.097, 0, 0;
4000, 9800, 388.097, 0, 0;
4000, 9900, 291.072, 0, 0;
4000, 10000, 291.072, 0, 0;
4100, 1000, 661927, 1.45738, 0.293714;
4100, 2000, 176458, 1.45738, 0.293714;
4100, 3000, 149562, 1.45738, 0.293714;
4100, 3100, 147272, 1.45738, 0.293714;
4100, 3200, 146189, 1.45738, 0.293714;
4100, 3300, 143351, 1.45738, 0.293714;
4100, 3400, 141976, 1.45735, 0.293714;
4100, 3500, 139881, 1.45735, 0.293714;
4100, 3600, 138126, 1.45735, 0.293714;
4100, 3700, 136565, 1.45735, 0.293714;
4100, 3800, 133847, 1.45735, 0.293714;
4100, 3900, 131704, 1.45735, 0.293714;
4100, 4000, 116350, 1.45735, 0.293714;
4100, 4100, 114775, 1.45735, 0.28926;
4100, 4200, 93880.3, 1.45735, 0.28926;
4100, 4300, 84850.4, 1.45735, 0.28926;
4100, 4400, 82132.1, 1.36329, 0.245294;
4100, 4500, 73873.5, 1.36329, 0.181153;
4100, 4600, 70768.6, 1.36329, 0.181153;
4100, 4700, 67081.7, 1.36329, 0.154056;
4100, 4800, 63400.2, 1.36329, 0.154056;
4100, 4900, 53553.4, 1.36319, 0.154056;
4100, 5000, 48992.2, 1.33146, 0.154056;
4100, 5100, 44335, 1.33144, 0.154056;
4100, 5200, 40273, 1.33144, 0.154056;
4100, 5300, 36114.5, 1.33144, 0.154056;
4100, 5400, 33494.8, 1.33144, 0.154056;
4100, 5500, 30778.1, 1.33144, 0.0120258;
4100, 5600, 27382.3, 1.33144, 0.0120258;
4100, 5700, 24270.5, 1.33144, 0.0120258;
4100, 5800, 22524.1, 0.284087, 0.0120258;
4100, 5900, 20486.6, 0.284087, 0.0120258;
4100, 6000, 18449.1, 0.284087, 0.0120258;
4100, 6100, 16792.7, 0.284087, 0.0120258;
4100, 6200, 14852.2, 0.284087, 0.0120258;
4100, 6300, 13202.8, 0.284087, 0;
4100, 6400, 12135.5, 0.284087, 0;
4100, 6500, 11352.3, 0.284087, 0;
4100, 6600, 10479.1, 0.284087, 0;
4100, 6700, 9993.97, 0.284087, 0;
4100, 6800, 9120.75, 0.284087, 0;
4100, 6900, 8337.55, 0.284087, 0;
4100, 7000, 7852.43, 0, 0;
4100, 7100, 7270.29, 0, 0;
4100, 7200, 6584.12, 0, 0;
4100, 7300, 6293.04, 0, 0;
4100, 7400, 5516.85, 0, 0;
4100, 7500, 5031.73, 0, 0;
4100, 7600, 4643.63, 0, 0;
4100, 7700, 4546.61, 0, 0;
4100, 7800, 4352.56, 0, 0;
4100, 7900, 4061.49, 0, 0;
4100, 8000, 3395.85, 0, 0;
4100, 8100, 3007.75, 0, 0;
4100, 8200, 2716.68, 0, 0;
4100, 8300, 2231.56, 0, 0;
4100, 8400, 2231.56, 0, 0;
4100, 8500, 2037.51, 0, 0;
4100, 8600, 1843.46, 0, 0;
4100, 8700, 1455.36, 0, 0;
4100, 8800, 1358.34, 0, 0;
4100, 8900, 1261.31, 0, 0;
4100, 9000, 1261.31, 0, 0;
4100, 9100, 873.217, 0, 0;
4100, 9200, 776.193, 0, 0;
4100, 9300, 776.193, 0, 0;
4100, 9400, 776.193, 0, 0;
4100, 9500, 679.169, 0, 0;
4100, 9600, 388.097, 0, 0;
4100, 9700, 388.097, 0, 0;
4100, 9800, 388.097, 0, 0;
4100, 9900, 291.072, 0, 0;
4100, 10000, 291.072, 0, 0;
4200, 1000, 631105, 1.45738, 0.293714;
4200, 2000, 151017, 1.45738, 0.293714;
4200, 3000, 126741, 1.45738, 0.293714;
4200, 3100, 124838, 1.45738, 0.293714;
4200, 3200, 123949, 1.45738, 0.293714;
4200, 3300, 121111, 1.45738, 0.293714;
4200, 3400, 119833, 1.45735, 0.293714;
4200, 3500, 117932, 1.45735, 0.293714;
4200, 3600, 116275, 1.45735, 0.293714;
4200, 3700, 114810, 1.45735, 0.293714;
4200, 3800, 112286, 1.45735, 0.293714;
4200, 3900, 110241, 1.45735, 0.293714;
4200, 4000, 101301, 1.45735, 0.293714;
4200, 4100, 99726.9, 1.45735, 0.28926;
4200, 4200, 85247.1, 1.45735, 0.28926;
4200, 4300, 82632.3, 1.45735, 0.28926;
4200, 4400, 80579.7, 1.36329, 0.245294;
4200, 4500, 72612.2, 1.36329, 0.181153;
4200, 4600, 69507.3, 1.36329, 0.181153;
4200, 4700, 65820.4, 1.36329, 0.154056;
4200, 4800, 62527, 1.36329, 0.154056;
4200, 4900, 53068.3, 1.36319, 0.154056;
4200, 5000, 48604.1, 1.33146, 0.154056;
4200, 5100, 43946.9, 1.33144, 0.154056;
4200, 5200, 39884.9, 1.33144, 0.154056;
4200, 5300, 35823.4, 1.33144, 0.154056;
4200, 5400, 33397.8, 1.33144, 0.154056;
4200, 5500, 30681.1, 1.33144, 0.0120258;
4200, 5600, 27285.3, 1.33144, 0.0120258;
4200, 5700, 24270.5, 1.33144, 0.0120258;
4200, 5800, 22524.1, 0.284087, 0.0120258;
4200, 5900, 20486.6, 0.284087, 0.0120258;
4200, 6000, 18449.1, 0.284087, 0.0120258;
4200, 6100, 16792.7, 0.284087, 0.0120258;
4200, 6200, 14852.2, 0.284087, 0.0120258;
4200, 6300, 13202.8, 0.284087, 0;
4200, 6400, 12135.5, 0.284087, 0;
4200, 6500, 11352.3, 0.284087, 0;
4200, 6600, 10479.1, 0.284087, 0;
4200, 6700, 9993.97, 0.284087, 0;
4200, 6800, 9120.75, 0.284087, 0;
4200, 6900, 8337.55, 0.284087, 0;
4200, 7000, 7852.43, 0, 0;
4200, 7100, 7270.29, 0, 0;
4200, 7200, 6584.12, 0, 0;
4200, 7300, 6293.04, 0, 0;
4200, 7400, 5516.85, 0, 0;
4200, 7500, 5031.73, 0, 0;
4200, 7600, 4643.63, 0, 0;
4200, 7700, 4546.61, 0, 0;
4200, 7800, 4352.56, 0, 0;
4200, 7900, 4061.49, 0, 0;
4200, 8000, 3395.85, 0, 0;
4200, 8100, 3007.75, 0, 0;
4200, 8200, 2716.68, 0, 0;
4200, 8300, 2231.56, 0, 0;
4200, 8400, 2231.56, 0, 0;
4200, 8500, 2037.51, 0, 0;
4200, 8600, 1843.46, 0, 0;
4200, 8700, 1455.36, 0, 0;
4200, 8800, 1358.34, 0, 0;
4200, 8900, 1261.31, 0, 0;
4200, 9000, 1261.31, 0, 0;
4200, 9100, 873.217, 0, 0;
4200, 9200, 776.193, 0, 0;
4200, 9300, 776.193, 0, 0;
4200, 9400, 776.193, 0, 0;
4200, 9500, 679.169, 0, 0;
4200, 9600, 388.097, 0, 0;
4200, 9700, 388.097, 0, 0;
4200, 9800, 388.097, 0, 0;
4200, 9900, 291.072, 0, 0;
4200, 10000, 291.072, 0, 0;
4300, 1000, 596016, 1.45738, 0.293714;
4300, 2000, 132572, 1.45738, 0.293714;
4300, 3000, 110431, 1.45738, 0.293714;
4300, 3100, 108722, 1.45738, 0.293714;
4300, 3200, 107834, 1.45738, 0.293714;
4300, 3300, 105190, 1.45738, 0.293714;
4300, 3400, 104105, 1.45735, 0.293714;
4300, 3500, 102302, 1.45735, 0.293714;
4300, 3600, 100838, 1.45735, 0.293714;
4300, 3700, 99470.8, 1.45735, 0.293714;
4300, 3800, 97044, 1.45735, 0.293714;
4300, 3900, 95095.4, 1.45735, 0.293714;
4300, 4000, 93139.8, 1.45735, 0.293714;
4300, 4100, 91662.3, 1.45735, 0.28926;
4300, 4200, 83500.7, 1.45735, 0.28926;
4300, 4300, 80982.9, 1.45735, 0.28926;
4300, 4400, 79221.4, 1.36329, 0.245294;
4300, 4500, 71253.8, 1.36329, 0.181153;
4300, 4600, 68343, 1.36329, 0.181153;
4300, 4700, 64753.1, 1.36329, 0.154056;
4300, 4800, 61653.8, 1.36329, 0.154056;
4300, 4900, 52486.1, 1.36319, 0.154056;
4300, 5000, 48119, 1.33146, 0.154056;
4300, 5100, 43655.8, 1.33144, 0.154056;
4300, 5200, 39690.8, 1.33144, 0.154056;
4300, 5300, 35823.4, 1.33144, 0.154056;
4300, 5400, 33397.8, 1.33144, 0.154056;
4300, 5500, 30681.1, 1.33144, 0.0120258;
4300, 5600, 27285.3, 1.33144, 0.0120258;
4300, 5700, 24270.5, 1.33144, 0.0120258;
4300, 5800, 22524.1, 0.284087, 0.0120258;
4300, 5900, 20486.6, 0.284087, 0.0120258;
4300, 6000, 18449.1, 0.284087, 0.0120258;
4300, 6100, 16792.7, 0.284087, 0.0120258;
4300, 6200, 14852.2, 0.284087, 0.0120258;
4300, 6300, 13202.8, 0.284087, 0;
4300, 6400, 12135.5, 0.284087, 0;
4300, 6500, 11352.3, 0.284087, 0;
4300, 6600, 10479.1, 0.284087, 0;
4300, 6700, 9993.97, 0.284087, 0;
4300, 6800, 9120.75, 0.284087, 0;
4300, 6900, 8337.55, 0.284087, 0;
4300, 7000, 7852.43, 0, 0;
4300, 7100, 7270.29, 0, 0;
4300, 7200, 6584.12, 0, 0;
4300, 7300, 6293.04, 0, 0;
4300, 7400, 5516.85, 0, 0;
4300, 7500, 5031.73, 0, 0;
4300, 7600, 4643.63, 0, 0;
4300, 7700, 4546.61, 0, 0;
4300, 7800, 4352.56, 0, 0;
4300, 7900, 4061.49, 0, 0;
4300, 8000, 3395.85, 0, 0;
4300, 8100, 3007.75, 0, 0;
4300, 8200, 2716.68, 0, 0;
4300, 8300, 2231.56, 0, 0;
4300, 8400, 2231.56, 0, 0;
4300, 8500, 2037.51, 0, 0;
4300, 8600, 1843.46, 0, 0;
4300, 8700, 1455.36, 0, 0;
4300, 8800, 1358.34, 0, 0;
4300, 8900, 1261.31, 0, 0;
4300, 9000, 1261.31, 0, 0;
4300, 9100, 873.217, 0, 0;
4300, 9200, 776.193, 0, 0;
4300, 9300, 776.193, 0, 0;
4300, 9400, 776.193, 0, 0;
4300, 9500, 679.169, 0, 0;
4300, 9600, 388.097, 0, 0;
4300, 9700, 388.097, 0, 0;
4300, 9800, 388.097, 0, 0;
4300, 9900, 291.072, 0, 0;
4300, 10000, 291.072, 0, 0;
4400, 1000, 549246, 1.45738, 0.293714;
4400, 2000, 126764, 1.45738, 0.293714;
4400, 3000, 106938, 1.45738, 0.293714;
4400, 3100, 105521, 1.45738, 0.293714;
4400, 3200, 104632, 1.45738, 0.293714;
4400, 3300, 102085, 1.45738, 0.293714;
4400, 3400, 101098, 1.45735, 0.293714;
4400, 3500, 99488.1, 1.45735, 0.293714;
4400, 3600, 98315.6, 1.45735, 0.293714;
4400, 3700, 96948.1, 1.45735, 0.293714;
4400, 3800, 94618.4, 1.45735, 0.293714;
4400, 3900, 92863.9, 1.45735, 0.293714;
4400, 4000, 91005.2, 1.45735, 0.293714;
4400, 4100, 89624.8, 1.45735, 0.28926;
4400, 4200, 81754.2, 1.45735, 0.28926;
4400, 4300, 79333.5, 1.45735, 0.28926;
4400, 4400, 77572, 1.36329, 0.245294;
4400, 4500, 69604.4, 1.36329, 0.181153;
4400, 4600, 66984.7, 1.36329, 0.181153;
4400, 4700, 63588.8, 1.36329, 0.154056;
4400, 4800, 60586.5, 1.36329, 0.154056;
4400, 4900, 51418.9, 1.36319, 0.154056;
4400, 5000, 47342.8, 1.33146, 0.154056;
4400, 5100, 42976.7, 1.33144, 0.154056;
4400, 5200, 39108.7, 1.33144, 0.154056;
4400, 5300, 35338.3, 1.33144, 0.154056;
4400, 5400, 32912.7, 1.33144, 0.154056;
4400, 5500, 30196, 1.33144, 0.0120258;
4400, 5600, 26897.2, 1.33144, 0.0120258;
4400, 5700, 23882.4, 1.33144, 0.0120258;
4400, 5800, 22330, 0.284087, 0.0120258;
4400, 5900, 20292.5, 0.284087, 0.0120258;
4400, 6000, 18255, 0.284087, 0.0120258;
4400, 6100, 16598.6, 0.284087, 0.0120258;
4400, 6200, 14658.1, 0.284087, 0.0120258;
4400, 6300, 13008.7, 0.284087, 0;
4400, 6400, 12038.5, 0.284087, 0;
4400, 6500, 11255.3, 0.284087, 0;
4400, 6600, 10382.1, 0.284087, 0;
4400, 6700, 9896.94, 0.284087, 0;
4400, 6800, 9023.73, 0.284087, 0;
4400, 6900, 8240.53, 0.284087, 0;
4400, 7000, 7755.41, 0, 0;
4400, 7100, 7173.26, 0, 0;
4400, 7200, 6584.12, 0, 0;
4400, 7300, 6293.04, 0, 0;
4400, 7400, 5516.85, 0, 0;
4400, 7500, 5031.73, 0, 0;
4400, 7600, 4643.63, 0, 0;
4400, 7700, 4546.61, 0, 0;
4400, 7800, 4352.56, 0, 0;
4400, 7900, 4061.49, 0, 0;
4400, 8000, 3395.85, 0, 0;
4400, 8100, 3007.75, 0, 0;
4400, 8200, 2716.68, 0, 0;
